// List of Teams and their ID's:
//2 => ID of Baltimore Orioles
//3 => ID of Boston Red Sox
//11 => ID of New York Yankees
//13 => ID of Tampa Bay Rays
//15 => ID of Toronto Blue Jays
//4 => ID of Chicago White Sox
//5 => ID of Cleveland Guardians
//6 => ID of Detroit Tigers
//8 => ID of Kansas City Royals
//10 => ID of Minnesota Twins
//1 => ID of Athletics
//7 => ID of Houston Astros
//9 => ID of Los Angeles Angels
//12 => ID of Seattle Mariners
//14 => ID of Texas Rangers
//17 => ID of Atlanta Braves
//22 => ID of Miami Marlins
//24 => ID of New York Mets
//25 => ID of Philadelphia Phillies
//30 => ID of Washington Nationals
//18 => ID of Chicago Cubs
//19 => ID of Cincinnati Reds
//23 => ID of Milwaukee Brewers
//26 => ID of Pittsburgh Pirates
//29 => ID of St. Louis Cardinals
//16 => ID of Arizona Diamondbacks
//20 => ID of Colorado Rockies
//21 => ID of Los Angeles Dodgers
//27 => ID of San Diego Padres
//28 => ID of San Francisco Giants
//
//
//id, del, team_id, Team Name, League Name, LastName, FirstName, NickName, UniformNumber, DayOB, MonthOB, YearOB, NationalityID, Nation, CityID, City, facial_type, Height (cm), Weight (kg), Bats, Throws, Position, ML Service, 40 man roster service, pro years, options used, Contact vL, Gap vL, Power vL, Eye vL, Avoid K vL, BABIP vL, Contract Vr, Gap Vr, Power vR, Eye vR, Ks vR, BABIP vR, Contact Pot, Gap Pot, Power Pot, Eye Pot, Ks Pot, BABIP Pot, HBP, GB Batter type, FB Batter type, speed, steal rate, steal, running, sac bunt, bunt hit,Move vL, Control vL, Movement vR, Control vR, Move Pot, Control Pot, HBP, WP, Balk, Stamina, Hold, GB%, Velocity, ArmSlot, Infield Range, Infield Error, Infield Arm, DP, CatcherAbil, Catcher Arm, OF Range, OF Error, OF Arm, PExp, CExp, 1bExp, 2bExp, 3bExp, ssExp, LFExp, CFExp, RFExp, use expected, expected level, expected ab, expected avg, expected 2b, expected 3b, expected hr, expected bb, expected k, expected hbp, contract y1, contract y2, contract y3, contract y4, contract y5, contract y6, contract y7, contract y8, contract y9, contract y10, contract current year (0 = first year), extension y1, extension y2, extension y3, extension y4, extension y5, extension y6, extension y7, extension y8, extension y9, extension y10, greed, loyalty, play_for_winner, work_ethic, intelligence, leader ability, Stuff Overall, Stuff R/L split, Stuff Pot., Fastball (scale: 0-5), Slider, Curveball, Changeup, Cutter, Sinker, Splitter, Forkball, Screwball, Circlechange, Knucklecurve, Knuckleball, Fastball Pot.(scale: 0-5), Slider Pot., Curveball Pot., Changeup Pot., Cutter Pot., Sinker Pot., Splitter Pot., Forkball Pot., Screwball Pot., Circlechange Pot., Knucklecurve Pot., Knuckleball Pot., Hitter 3B/2B ratio, pbabip, lahman_id, bbref_id, bbrefminors_id, twitter_handle, Catcher Framing, Velo Pot
//NOTE: Player and team names are purely cosmetic and will not be used when importing rosters from this file!
// Baltimore Orioles, ID = 2
19280,0,2,Baltimore Orioles,Major League Baseball,Mateo,Jorge,,3,23,6,1995,56,Dominican Republic,71432,Santo Domingo,1,185,201,1,1,8,740,740,8,0,321,546,315,258,329,317,340,515,311,302,337,346,357,487,352,314,360,357,1,1,1,166,250,218,160,114,10,323,248,325,249,129,12,15,30,10,34,33,35,15,3,105,100,60,112,0,0,140,100,118,0,0,0,200,0,0,0,200,0,0,1,550,.224,36,4,8,28,136,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,75,125,169,106,85,225,1.0009,3,178,0,0,0,0,0,178,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,388,mateojo01,mateojo01,mateo-000jor,,0,15,eol
19771,0,2,Baltimore Orioles,Major League Baseball,Cano,Yennier,,78,9,3,1994,49,Cuba,31031,Havana,1,193,245,1,1,12,507,590,7,0,95,189,50,236,94,90,92,186,48,232,88,89,92,187,48,233,90,89,5,0,0,10,9,11,10,8,79,324,349,359,350,389,395,6,3,2,31,90,69,9,3,50,36,42,42,0,0,20,3,17,200,0,0,0,0,0,0,0,0,0,1,550,.270,0,0,13,57,110,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,46,112,106,74,76,402,1.1896,405,425,391,0,0,0,205,345,0,0,0,0,0,428,395,0,0,0,207,348,0,0,0,0,0,0,339,canoye01,canoye01,cano--000yun,,0,9,eol
20247,0,2,Baltimore Orioles,Major League Baseball,Holliday,Jackson,,7,4,12,2003,206,The United States,76267,Stillwater,4,183,185,2,1,4,172,197,3,0,386,387,319,348,345,419,379,325,379,411,403,359,372,340,364,401,379,370,4,2,1,135,146,143,119,8,3,1,1,1,1,1,1,15,30,10,1,29,55,11,3,104,95,59,109,0,0,3,1,12,0,0,0,200,0,0,0,0,0,0,1,550,.249,19,4,12,50,113,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,114,87,125,104,45,1,.9302,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,274,hollija01,hollija01,hollid000jac,,0,11,eol
20610,0,2,Baltimore Orioles,Major League Baseball,Strowd,Kade,,57,17,9,1997,206,The United States,25145,Fort Worth,4,188,201,1,1,12,0,0,4,0,93,188,48,234,91,89,92,186,48,233,90,89,92,187,48,233,90,89,5,0,0,9,6,11,10,6,115,519,269,528,275,525,274,6,6,1,35,109,55,12,3,51,40,44,43,0,0,14,1,14,200,0,0,0,0,0,0,0,0,0,1,550,.244,0,0,4,79,114,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,106,110,115,61,120,409,1.0067,413,0,334,377,413,198,283,0,0,0,0,0,0,0,336,379,415,199,285,0,0,0,0,0,0,0,400,strowka01,strowka01,strowd000kad,,0,12,eol
21091,0,2,Baltimore Orioles,Major League Baseball,Bowman,Matt,,51,31,5,1991,206,The United States,13114,Chevy Chase,4,183,185,1,1,12,910,1151,9,1,92,187,48,235,90,89,92,187,48,232,90,89,89,187,48,231,92,79,5,0,0,10,9,11,10,9,114,368,408,379,431,469,396,10,3,0,37,115,45,9,3,51,40,44,43,0,0,5,1,13,200,0,0,0,0,0,0,0,0,0,1,550,.277,0,0,17,40,79,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,96,124,118,86,129,285,1.1702,337,266,189,0,0,189,151,227,0,0,0,0,0,323,229,0,0,229,171,287,0,0,0,0,0,0,404,bowmama01,bowmama01,bowman002mat,,0,9,eol
19417,0,2,Baltimore Orioles,Major League Baseball,Bradish,Kyle,,38,12,9,1996,206,The United States,63646,Peoria,4,193,220,1,1,11,374,552,6,1,95,189,49,240,94,91,92,186,47,230,89,88,92,187,48,233,90,89,5,1,1,31,10,11,53,6,9,449,363,464,380,421,389,7,3,0,138,166,50,11,4,51,40,44,42,0,0,4,16,7,200,0,0,0,0,0,0,0,0,0,1,550,.215,0,0,9,51,167,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,106,113,106,125,187,508,.9806,427,0,430,483,0,483,366,0,0,0,0,0,0,0,362,409,0,444,310,0,0,0,0,0,0,0,417,bradiky01,bradiky01,bradis000kyl,,0,11,eol
19426,0,2,Baltimore Orioles,Major League Baseball,Cowser,Colton,,17,20,3,2000,206,The United States,32688,Houston,4,188,220,2,1,7,282,282,4,0,298,470,430,342,230,340,334,436,431,407,267,391,332,438,425,417,275,382,7,2,0,111,130,176,116,9,11,1,1,1,1,1,1,15,30,10,1,37,56,12,4,5,9,19,11,0,0,100,93,113,0,0,0,0,0,0,200,200,0,0,1,550,.233,27,2,21,48,164,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,196,47,92,92,95,1,.9756,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,276,cowseco01,cowseco01,cowser000col,,0,12,eol
19442,0,2,Baltimore Orioles,Major League Baseball,Henderson,Gunnar,,2,29,6,2001,206,The United States,72681,Selma,4,191,220,2,1,6,516,739,5,1,431,404,396,436,351,483,437,456,415,422,413,451,427,433,457,455,399,447,5,2,2,141,141,169,125,9,170,1,1,1,1,1,1,15,30,10,1,30,59,14,3,153,119,134,130,0,0,7,8,1,0,0,0,0,50,200,0,0,0,0,1,550,.291,31,7,17,58,107,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,75,77,119,113,100,1,.9302,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,280,hendegu01,hendegu01,hender000gun,,0,14,eol
19448,0,2,Baltimore Orioles,Major League Baseball,Jackson,Jeremiah,,82,26,3,2000,206,The United States,50908,Mobile,1,180,165,1,1,5,0,0,3,0,447,472,380,335,361,502,440,465,365,330,348,500,412,430,369,342,351,452,5,0,0,104,89,60,83,39,7,1,1,1,1,1,1,15,30,10,1,26,59,13,4,104,91,133,71,0,0,104,100,128,0,0,0,0,200,0,0,0,200,0,1,550,.291,33,9,12,36,129,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,183,94,182,79,101,1,.9756,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,277,jacksje02,jacksje02,jackso009jer,,0,13,eol
19452,0,2,Baltimore Orioles,Major League Baseball,Kittredge,Andrew,,39,17,3,1990,206,The United States,75641,Spokane,4,185,229,1,1,12,1339,1402,10,0,95,189,49,239,93,91,92,186,47,231,89,89,92,187,48,232,89,88,5,0,0,9,8,11,10,15,51,336,472,367,456,367,466,1,2,0,33,106,54,12,3,50,37,43,42,0,0,5,9,13,200,0,0,0,0,0,0,0,0,0,1,550,.242,0,0,16,32,128,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,126,50,104,95,125,437,.9405,425,0,218,0,0,447,364,0,0,0,0,0,0,0,210,0,0,433,352,0,0,0,0,0,0,0,423,kittran01,kittran01,kittre001and,,0,12,eol
19465,0,2,Baltimore Orioles,Major League Baseball,Rutschman,Adley,Clutchman,35,6,2,1998,206,The United States,73495,Sherwood,4,188,229,3,1,2,452,646,5,2,382,425,392,393,438,314,370,368,370,445,455,246,426,342,393,460,457,392,1,2,2,66,6,31,73,7,10,1,1,1,1,1,1,15,30,10,1,42,58,12,3,9,8,5,9,143,106,20,9,9,0,200,0,0,0,0,0,0,0,0,1,550,.241,24,3,13,61,79,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,130,82,177,77,118,1,.9302,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,279,rutscad01,rutscad01,rutsch000adl,,107,12,eol
19820,0,2,Baltimore Orioles,Major League Baseball,Suarez,Albert,Chiguire,49,8,10,1989,210,Venezuela,69935,San Felipe,5,191,234,1,1,11,359,673,4,3,93,188,48,233,91,89,92,187,48,232,90,88,111,322,49,214,95,127,5,0,0,21,7,11,34,7,51,442,402,468,432,433,400,5,6,1,124,112,38,10,3,51,42,45,43,0,0,1,7,4,200,0,0,0,0,0,0,0,0,0,1,550,.266,0,0,12,41,92,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,103,85,74,64,86,329,1.0778,322,183,254,313,313,0,0,0,0,0,313,313,0,178,244,305,305,0,0,0,0,0,305,305,0,0,400,suareal01,suareal01,suarez001alb,,0,10,eol
19843,0,2,Baltimore Orioles,Major League Baseball,Vavra,Terrin,,54,12,5,1997,206,The United States,49649,Menomonie,4,178,185,2,1,4,173,401,5,2,171,280,312,305,239,73,180,290,325,311,259,78,393,237,280,424,400,390,5,1,1,35,9,21,56,114,11,1,1,1,1,1,1,15,30,10,1,30,58,12,4,110,115,64,121,0,0,15,10,14,0,0,0,200,0,0,0,0,0,0,1,550,.146,10,0,9,31,165,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,143,124,82,112,78,1,.9756,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,276,vavrate01,vavrate01,vavra-000ter,,0,12,eol
